Class Index,Serial Number,Application Date,International Priority Date,By Consent Trademark Numbers,Description,Company Name,Agent Details
,TM2025013590,29 April 2025,,,"two chinese characters has no meaning. Badges of precious metal; Cut diamonds; Diamonds; Ingots of precious metal; Jewellery; Jewellery brooches; Jewellery ornaments; Ornaments made of precious metal; Pendants [jewellery]; Platinum jewellery; Platinum rings; Semi-precious stones; Articles of jewellery; Custom jewellery; Women's jewellery; Men's jewellery; Imitation jewellery; Amethyst [precious stones]; Artificial gemstones; Gemstones, pearls and imitations thereof; Gemstones, pearls, and precious metals and their alloys; Imitation stones for making jewelry; Jewelry, precious stones; Leather rings with gemstones; Leather rings with precious stones; Semi-precious and precious stones; Synthetic precious stones; Bangle bracelets; Bracelets [jewellery]; Bracelets [jewelry and imitation jewelry]; Gold bracelets; Gold-plated bracelets; Silver bracelets; Silver-plated bracelets; Beads for jewellery; Necklaces [jewelry and imitation jewelry]; Rutile being gemstones; Crystal jewellery. NIOWAY WELLNESS MARKETING SDN. BHD. ; No. 43, Jalan Tiara 10, Mutiara Bukit Jalil, 58200 Kuala Lumpur, MALAYSIA Bo Seng, 30300 Ipoh, Perak",,"Foo Kit Sin, DLAWIP Associate Plt. 61, Jalan Lim Bo Seng, 30300 Ipoh, Perak"
,TM2025014392,6 May 2025,,,"The second, third, fourth, fifth and sixth trademarks are limited to the colours as shown in the representation on the form of application. Registration of this trade mark shall give no right to the exclusive use of the letter ‘v’ except as shown in the representation on the form of application Jewellery; Diamonds; Diamond jewellery; Cut diamonds; Rough diamond; Diamond, unwrought; Precious stones; Jewellery, precious stones; Gemstones; Gemstones, pearls and imitations thereof; Jade; Jade jewellery; Jade carvings [jewellery]; Jade sculptures; Jadeite [precious stones]; Emeralds; Pearls [jewellery]; Amber pearls; Cultured pearls; Natural pearls; Gold; Gold jewellery; Gold bracelets; Gold earrings; Gold figurines; Gold necklaces; Gold rings; Gold alloys; Gold bullion; Gold thread [jewellery]; Gold watches; Gold, unworked or semi-worked; Gold, unwrought or beaten; Gold-plated bracelets; Gold-plated brooches [jewellery]; Gold-plated earrings; Gold-plated necklaces; Gold-plated rings; Jewellery with gold embroidery; Statuettes of imitation gold; Unwrought or beaten gold; Watches made of plated gold; Watches made of rolled gold; Silver; Silver jewellery; Silver alloys; Silver bracelets; Silver bullion; Silver earrings; Silver figurines; Silver necklaces; Ear studs in gold and silver; Jewellery with embroidered silver; Ornaments of silver in the nature of jewellery; Silver thread [jewellery]; Silver watches; Silver-plated bracelets; Silver-plated brooches [jewellery]; Silver-plated earrings; Silver-plated necklaces; Silver-plated rings; Sterling silver jewellery; Bronze jewellery; Jewellery fashioned from bronze; Platinum; Platinum jewellery; Platinum [metal]; Platinum alloys; Platinum rings; Platinum watches; Agate jewellery; Amulets [jewellery]; Anklets [jewellery]; Articles of jewellery; Beads for jewellery; Brooches [jewellery]; Cabochons for making jewellery; Cameos [jewellery]; Cases for jewellery; Chains [jewellery]; Charms [jewellery]; Clasps for jewellery; Cloisonne jewellery; Component parts for jewellery; Costume jewellery; Crystal jewellery; Decorative pins [jewellery]; Fashion jewellery; Glass jewellery; Hat jewellery; Ivory jewellery; Jewellery bags, empty; Jewellery boxes and watch boxes; Jewellery cases; Jewellery hat pins; Jewellery organizer cases; Jewellery organizer rolls for travel; Jewellery stickpins; Jewellery watches; Lockets [jewellery]; Pendants [jewellery]; Pewter jewellery; Pins [jewellery]; Precious jewellery; Presentation boxes for jewellery; Scarf clips being jewellery; Shoe jewellery; Signet rings [jewellery]; Strass [costume jewellery]; Talismans [jewellery]; Trinkets [jewellery]; Earrings; Rings [jewelry]; Pendants; Bracelets [jewelry]; Necklaces [jewelry]; Charms [jewelry]; Charms for necklaces; Closures for necklaces; Necklaces of precious metal; Tiaras; Tie clips; Jewellery rings; Key rings; Ruby; Precious metals; Precious metals and alloys thereof; Precious metals and their alloys; Jewellery chains of precious metal for bracelets; Jewellery coated with precious metal alloys; Jewellery made of precious metals; Jewellery with embroidered precious metal; Ornamental pins; Jewellery ornaments; Statues, busts and works of art of precious metal; Jewelry watches; Watches*; Wrist watches; Watch bands; Watch boxes; Watch bracelets; Watch cases [parts of watches]; Watch chains; Watch clasps; Watch crowns; Watch crystals; Watch faces; Watch parts; Watch pouches; Watch presentation boxes; Watch springs; Watch straps. A VINTAGE COLLEZIONE SDN BHD ; F-1-1 Plaza Arkadia, Jalan Intisari Perdana, Desa Park City, 52200 Kuala Lumpur, MALAYSIA Raja Muda Abdul Aziz, Off Jalan Tun Razak, 50300 Kuala Lumpur",,"Lim Chiew Ping, Aries Lim & Associates PLT,  D-9-3, Setia Sky Residences, No. 76, Jalan Raja Muda Abdul Aziz, Off Jalan Tun Razak, 50300 Kuala Lumpur"
,TM2020019049,28 August 2020,,,"It is a condition of registration that the mark shall not be assigned or transferred to any private entity. Manuals [handbooks]; Handbooks [manuals]; Pamphlets; Printed matter; Printed publications. CYBERSECURITY MALAYSIA ; Level 7, Tower 1, Menara Cyber Axis, Jalan Impact, 63000 Cyberjaya, Selangor, MALAYSIA Ong Level 22, Axiata Tower No. 9, Jalan Stesen Sentral 5, 50470 Kuala Lumpur",,"Deepak Chandrasekaran Pillai, Christopher & Lee Ong Level 22, Axiata Tower No. 9, Jalan Stesen Sentral 5, 50470 Kuala Lumpur"
,TM2020023050,7 October 2020,,,"The second trade mark in the series is limited to the colours as shown in the representation on the form of application. Bags [envelopes, pouches] of paper or plastics, for packaging; Boxes of paper or cardboard; Document files [stationery]; Envelopes [stationery]; Graphic representations; Graphic reproductions; Paper sheets [stationery]; Printed coupons; Stationery; Table napkins of paper. VINEYARD F&B SDN. BHD. ; No. 1, Jalan Nilam 2, Taman Perindustrian Teknologi Tinggi Subang, 47500 Subang Jaya, Selangor, MALAYSIA No. 9 Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur",,"Christopher & Lee Ong, Level 22, Axiata Tower, No. 9 Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470"
,TM2023003966,17 February 2023,,,"Disclaimer: the words ""cheltenham"", ""college"" and the latin words ""labor omnia vincit"" separately. Printed matter; Instructional and teaching materials; Educational materials for teaching purposes [except apparatus]; Informational materials for teaching purposes [except apparatus]; Stationery and office requisites, except furniture; Books; Booklets; Educational books; Educational publications; Workbooks [study guides]; Dictionaries; Reference books; Software programs and data processing programs in printed form; Blueprints; Bulletins [printed matter]; Magazines [periodicals]; Annuals [printed publications]; Calendars; Flash cards [teaching materials]; Printed research reports; Quick reference pocket guides [printed matter]; Handbooks [manuals]; Newsletters; Journals [publications]; Catalogues; Circulars; Data books; Diaries; Bookmarkers; Informational sheets; Instruction sheets; Printed questionnaires; Printed seminar notes; Printed survey answer sheets; Printed teaching materials; Printed training materials; Printed visuals; Printing paper; Paper teaching materials; Printed instructional materials; Stickers; Advertisement boards of paper or cardboard; Announcement cards; Events programs; Flyers; Forms; Plastic sheets, films",,
,TM2023003968,17 February 2023,,,"Disclaimer: the chinese characters ""qiao ting han"" and ""gong xue"" separately. Printed matter; Instructional and teaching materials; Educational materials for teaching purposes [except apparatus]; Informational materials for teaching purposes [except apparatus]; Stationery and office requisites, except furniture; Books; Booklets; Educational books; Educational publications; Workbooks [study guides]; Dictionaries; Reference books; Software programs and data processing programs in printed form; Blueprints; Bulletins [printed matter]; Magazines [periodicals]; Annuals [printed publications]; Calendars; Flash cards [teaching materials]; Printed research reports; Quick reference pocket guides [printed matter]; Handbooks [manuals]; Newsletters; Journals [publications]; Catalogues; Circulars; Data books; Diaries; Bookmarkers; Informational sheets; Instruction sheets; Printed questionnaires; Printed seminar notes; Printed survey answer sheets; Printed teaching materials; Printed training materials; Printed visuals; Printing paper; Paper teaching materials; Printed instructional materials; Stickers; Advertisement boards of paper or cardboard; Announcement cards; Events programs; Flyers; Forms; Plastic sheets, films and bags for wrapping and packaging; Packaging materials of paper; School yearbooks; Business cards; Brochures; School supplies [stationery]; Office stationery; Stationery cases; Stationery folders; Stationery writing paper and envelopes; Stationery-type portfolios; Stickers [stationery]; Wrappers [stationery]; Writing cases [stationery]; Writing paper and envelopes [stationery]; Writing instruments; Pencils; Ballpoint pens; Drawing instruments; Notebooks; Adhesive tapes for stationery purposes; Three-dimensional models for educational purposes. CHELTENHAM COLLEGE INTERNATIONAL LIMITED ; Cheltenham College, Bath Road, Cheltenham, Gloucestershire, GL53 7LD, UNITED KINGDOM Property Sdn Bhd, A-39-10, Penthouse, Menara UOA Bangsar, No. 5, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur",,"Mohana Murali A/L Kodivel, Adastra Intellectual Property Sdn Bhd, A-39-10, Penthouse, Menara UOA Bangsar, No. 5, Jalan Bangsar Utama 1, Bangsar, 59000"
,TM2023003970,17 February 2023,,,"Disclaimer: the words ""cheltenham"" and ""college"" separately. Printed matter; Instructional and teaching materials; Educational materials for teaching purposes [except apparatus]; Informational materials for teaching purposes [except apparatus]; Stationery and office requisites, except furniture; Books; Booklets; Educational books; Educational publications; Workbooks [study guides]; Dictionaries; Reference books; Software programs and data processing programs in printed form; Blueprints; Bulletins [printed matter]; Magazines [periodicals]; Annuals [printed publications]; Calendars; Flash cards [teaching materials]; Printed research reports; Quick reference pocket guides [printed matter]; Handbooks [manuals]; Newsletters; Journals [publications]; Catalogues; Circulars; Data books; Diaries; Bookmarkers; Informational sheets; Instruction sheets; Printed questionnaires; Printed seminar notes; Printed survey answer sheets; Printed teaching materials; Printed training materials; Printed visuals; Printing paper; Paper teaching materials; Printed instructional materials; Stickers; Advertisement boards of paper or cardboard; Announcement cards; Events programs; Flyers; Forms; Plastic sheets, films and bags for wrapping and packaging; Packaging materials of paper; School yearbooks; Business cards; Brochures; School supplies [stationery]; Office stationery; Stationery cases; Stationery folders; Stationery writing paper and envelopes; Stationery-type portfolios; Stickers [stationery]; Wrappers [stationery]; Writing cases [stationery]; Writing paper and envelopes [stationery]; Writing instruments; Pencils; Ballpoint pens; Drawing instruments; Notebooks; Adhesive tapes for stationery purposes; Three-dimensional models for educational purposes. CHELTENHAM COLLEGE INTERNATIONAL LIMITED ; Cheltenham College, Bath Road, Cheltenham, Gloucestershire, GL53 7LD, UNITED KINGDOM Property Sdn Bhd, A-39-10, Penthouse, Menara UOA Bangsar, No. 5, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur",,"Mohana Murali A/L Kodivel, Adastra Intellectual Property Sdn Bhd, A-39-10, Penthouse, Menara UOA Bangsar, No. 5, Jalan Bangsar Utama 1, Bangsar, 59000"
,TM2023006969,9 March 2023,,,"Paper labels; Paper cartons for delivering goods; Photographs [printed]; Forms, printed; Printed manuals; Printed menus; Printed vouchers; Printed books; Printed graphs; Printed guides; Printed informational sheets; Printed leaflets; Printed matter; Printed plans; Printed publications; Printed reports; Directories [printed matter]; Annuals [printed publications]; Printed booklets; Printed charts; Printed certificates; Printed brochures; Printed calendars; Printed cards; Printed handbooks; Printed flyers; Plastic materials for packaging; Labels made of paper; Stickers; Clothing patterns; Printed patterns for making clothes; Instructional and teaching materials. YFS CORPORATE (M) SDN. BHD. ; Lot 58904, Jalan Pekeliling Tanjung 27/2, Kawasan Perindustrian Indahpura, 81000 Kulai, Johor, MALAYSIA Bhd. No. 3A-08, Hab Citrine, Persiaran Medini 3, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor",,"Low Chee Keong, IPMAN Global Intellect Sdn. Bhd. No. 3A-08, Hab Citrine, Persiaran Medini 3, Bandar Medini Iskandar, 79250 Iskandar Puteri, Johor"
,TM2025005449,24 February 2025,,,"Paper and cardboard; Stationery; Printing paper; Writing paper; Drawing paper; Typewriter paper; White paperboard; Postcard paper; Tissue paper; Paper tissues; Paper for photocopying; Photocopying paper; Facsimile transmission paper; Letter paper; Drawing tablets [drawing pads]; Paper note tablets; Writing tablets; Loose leaf paper; Notebooks; Sketchbooks; Exercise books; Writing pads; Carbonless copy paper; Carbonless paper; Adhesive note pads; Note pads; Paper file jackets; Document files; Letter files; Envelopes; Account books; Ruled paper; Pocket books [stationery]; Memo pads; Paper for wrapping and packaging; Wrapping paper; Packaging materials of paper; Tissues of paper; Copying paper. APRIL INTERNATIONAL ENTERPRISE PTE. LTD. ; 80 Raffles Place #50-01 UOB Plaza 1, SINGAPORE 048624 Jalan Burma, 10350 Georgetown, Pulau Pinang",,"Isaac Stephen Huang, 368-3-1& 2, Belissa Row, Jalan Burma, 10350 Georgetown, Pulau Pinang"
,TM2025012323,18 April 2025,,,"Books; Flyers; Stickers; Activity books; Advertising pamphlets; Bookbinding materials; Booklets; Children's interactive educational books; Educational books; Educational materials for teaching purposes [except apparatus]; Educational publications; Note books; Paper sheets [stationery]; Printed brochures; Printed certificates; Printed flyers; Printed leaflets; Printed matter, stationery and educational supplies; Study guides; Training manuals; Workbooks [study guides]; Stationery; Labels of paper or cardboard. LMS EDUCATION HOLDINGS SDN. BHD. ; 12-3A, 2 Rio Tower, Persiaran Rio Bandar Puteri, 47100 Puchong, Selangor, MALAYSIA KL Gateway, No. 2, Jalan Kerinchi, 59200 Kuala Lumpur",,"Brenda Lee Wen Yi, D-25-03, Menara Suez Cap 1, KL Gateway, No. 2, Jalan Kerinchi, 59200 Kuala Lumpur"
,TM2025013921,30 April 2025,,,"representation on the form of application. The translation of the arabic script of which the mark consist of is “camel step”. The transliteration of the arabic script of which the mark consist of is “khutwa jamal”. Absorbent sheets of paper or plastic for foodstuff packaging; Advertisement boards of paper or cardboard; Bags [envelopes, pouches] of paper or plastics, for packaging; Baking paper; Banners of paper; Booklets; Books; Bottle envelopes of paper or cardboard; Bottle wrappers of paper or cardboard; Boxes of paper or cardboard; Coasters of paper; Garbage bags of paper or of plastics; Handkerchiefs of paper; Labels of paper or cardboard; Magazines [periodicals]; Origami folding paper; Packaging material made of starches; Paper wipes for cleaning; Parchment paper; Pictures; Placards of paper or cardboard; Table napkins of paper; Trading cards, other than for games; Wrapping paper; Packing paper. CAMEL STEP TRADING COMPANY ; Hay Al Ta’awun, Tariq Abi Baker Al Siddiq Al Far’I, 6016, 13313, 8169641, Riyadh, SAUDI ARABIA Consulting and Training Sdn. Bhd., E-08-09, Bangsar Trade Centre, Off Jalan Pantai Baharu, 59200 Kuala Lumpur",,"Nur Atiqah Bt Samian, TAG Intellectual Property Consulting and Training Sdn. Bhd., E-08-09, Bangsar Trade Centre, Off Jalan Pantai Baharu, 59200 Kuala Lumpur"
